Sequence,Mmenonic ,Job Title,Experience Level,Minimum Educational Degree,Job Role,Work Model,Location,Compensation,Company,Keywords Original,Keywords Processed,Soft Skills,Technical Skills
174,Senior-Libraries-Engineer-NVIDIA-Germany,Senior Libraries Engineer -- AI and HPC - NVIDIA (Germany),Senior,Master's degree,HPC Software Engineer,Remote,Europe,$88,NVIDIA,"CUDA, C/C++, Python, JIRA, CI/CD, CPU/GPU architecture, numerical methods, parallel computing","CUDA, C, C++, Python, JIRA",None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Coding & Software Development, Research Computing & Scientific Workflow Support, Performance Optimization"
175,HPC-Senior-Software-Engineer-Kubernetes-Rust,"HPC - Senior Software Engineer - Kubernetes, Rust, Python - Erias Ventures",Senior,Master's degree,HPC Software Engineer,Onsite,North America,$240,Erias Ventures,"Linux CLI, Bash, Python, Rust, NoSQL, MongoDB, Docker, containerd, Kubernetes, Helm, RabbitMQ, GitLab CI, Ansible, Git, PostgreSQL, Jira, Confluence","Linux, Bash, Python, Rust, NoSQL, MongoDB, Docker, Kubernetes, Helm, RabbitMQ, Ansible, Git, PostgreSQL, Jira, Confluence",None explicitly mentioned,"System Administration, Coding & Software Development, Containerization & Orchestration, Automation, Database & Application Management"
163,Systems-Engineer-HPC-GPU-Leidos-Mid,Systems Engineer -- HPC & GPU Infrastructure - Leidos (Mid-Career),Lead,Not mentioned,HPC Systems Engineer,Onsite,North America,$193,ClearanceJobs,"Slurm, PBS, Apache Airflow, Kubernetes, Python, Bash, Ansible, Puppet, Salt, Terraform, Linux, GPU, HPC, Security+ CE, CCNA-Security, GICSP, GSEC, SSCP, CASP+, CCNP Security, CISA, CISSP, GCED, GCIH, CCSP","Slurm, PBS, Airflow, Kubernetes, Python, Bash, Ansible, Puppet, Salt, Terraform, Linux","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Automation, Security & Compliance, Performance Optimization"
168,HPC-SRE-Engineer-IV-Omega,HPC SRE Engineer IV - Omega Enterprise Solutions,Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$200,Omega Enterprise Solutions,"Puppet, Salt, Ansible, Chef, Bash, Python, Perl, XFS, ZFS, NFS, SSH, TMUX, PDSH, CLUSH, VI, EMACS, AWK, SES, CRON, Nagios, SNMP, Linux (RedHat, CentOS)","Puppet, Salt, Ansible, Chef, Bash, Python, Perl, XFS, ZFS, NFS, Nagios, Linux",None explicitly mentioned,"System Administration, Automation, Monitoring & Observability, Security & Compliance"
53,Senior-HPC-Engineer-Millennium,Senior HPC Engineer - Millennium,Senior,Bachelor's degree,HPC Systems Engineer,Not mentioned,North America,$213,Millennium,"Slurm, NVIDIA GPUs, Kubernetes, Run:ai, Lustre, GPFS/Spectrum Scale, GCP, Linux, AI/ML","Slurm, Kubernetes, RunAI, Lustre, GPFS, Linux","Communication, Teamwork, Problem-solving, Adaptability, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Cloud Computing, Performance Optimization"
169,Systems-Engineer-L3-HPC-HMD,"Systems Engineer L3 - HPC/HMD - Technology Resource Experts, LLC",Senior,Not mentioned,HPC Systems Engineer,Onsite,North America,$213,Technology Resource Experts,"Splunk, Chiplink, Ipsci, iostat, system monitoring, diagnostics, hardware, Linux, HPC","Splunk, Chiplink, Linux","Communication, Adaptability, Self-motivation, Problem-solving","System Administration, Monitoring & Observability, Project & Team Leadership"
78,HPC-Cluster-Engineer-NVIDIA-EDA,HPC Cluster Engineer - NVIDIA (EDA),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$216,NVIDIA,"BCM, Ansible, Slurm, LSF, PBS, K8s, MPI, NCCL, Linux (Rocky, Centos, RHEL, Ubuntu), Enroot, Docker, Python, Bash, CUDA, MLPerf, EDA, InfiniBand, RDMA, RoCE, Lustre, GPFS, Prometheus, OpenSearch, Grafana","BCM, Ansible, Slurm, LSF, PBS, Kubernetes, MPI, NCCL, Linux, Enroot, Docker, Python, Bash, CUDA, MLPerf, InfiniBand, RDMA, RoCE, Lustre, GPFS, Prometheus, OpenSearch, Grafana","Leadership, Communication, Teamwork, Problem-solving, Customer Focus, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
80,Senior-HPC-LSF-Operations-NVIDIA,Senior HPC and LSF Operations Engineer - NVIDIA,Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$216,NVIDIA,"LSF, Slurm, Linux (CentOS/RHEL), Docker, Singularity, Podman, observability, metrics, monitoring, SLOs","LSF, Slurm, Linux, Docker, Apptainer, Podman","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Monitoring & Observability, User Support & Training, Performance Optimization"
182,AI-HPC-Education-Specialist-AMD,AI & HPC Education and Research Specialist (AMD University Program) - AMD,Senior,Bachelor's degree,HPC Solutions Architect,Hybrid,North America,$215,AMD,"HIP, CUDA, PyTorch, TensorFlow, JAX, C/C++, Python, ROCm, MPI, OpenMP, BLAS, Kubernetes, Slurm, LLM","HIP, CUDA, PyTorch, TensorFlow, JAX, C, C++, Python, ROCm, MPI, OpenMP, BLAS, Kubernetes, Slurm","Leadership, Communication, Teamwork, Adaptability, Self-motivation, Problem-solving","Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Coding & Software Development, Research Computing & Scientific Workflow Support, User Support & Training, Project & Team Leadership, Performance Optimization"
92,Senior-AI-ML-HPC-Cluster-NVIDIA-CA,Senior AI and ML HPC Cluster Engineer - NVIDIA (California),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$216,NVIDIA,"Slurm, K8s, PBS, RTDA, LSF, Centos, RHEL, Ubuntu, Ansible, Puppet, Salt, Docker, Singularity, Podman, Shifter, Charliecloud, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand, IPoIB, RDMA, Lustre, GPFS, PyTorch, TensorFlow","Slurm, Kubernetes, PBS, RTDA, LSF, Linux, Ansible, Puppet, Salt, Docker, Apptainer, Podman, Shifter, Charliecloud, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand, RDMA, Lustre, GPFS, PyTorch, TensorFlow","Leadership, Communication, Teamwork, Customer Focus, Problem-solving, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
93,Senior-AI-ML-HPC-Cluster-NVIDIA-Austin,Senior AI and ML HPC Cluster Engineer - NVIDIA (Austin),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$216,NVIDIA,"Slurm, K8s, PBS, RTDA, LSF, Centos, RHEL, Ubuntu, Ansible, Puppet, Salt, Docker, Singularity, Podman, Shifter, Charliecloud, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand, IPoIB, RDMA, Lustre, GPFS, PyTorch, TensorFlow","Slurm, Kubernetes, PBS, RTDA, LSF, Linux, Ansible, Puppet, Salt, Docker, Apptainer, Podman, Shifter, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand,  RDMA, Lustre, GPFS, PyTorch, TensorFlow","Leadership, Communication, Teamwork, Customer Focus, Problem-solving, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
99,Senior-HPC-Cluster-Engineer-NVIDIA-Redmond,Senior HPC Cluster Engineer - NVIDIA (Redmond),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$216,NVIDIA,"BCM, Ansible, Slurm, LSF, PBS, K8s, MPI, NCCL, Linux (Rocky, Centos, RHEL, Ubuntu), Enroot, Docker, Python, Bash, CUDA, MLPerf, EDA, InfiniBand, RDMA, RoCE, Lustre, GPFS, Prometheus, OpenSearch, Grafana","BCM, Ansible, Slurm, LSF, PBS, Kubernetes, MPI, NCCL, Linux, Enroot, Docker, Python, Bash, CUDA, MLPerf, InfiniBand, RDMA, RoCE, Lustre, GPFS, Prometheus, OpenSearch, Grafana","Leadership, Communication, Teamwork, Customer Focus, Problem-solving","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
186,Junior-Project-Manager-HPC-AT&S,Junior Project Manager R&D HPC - AT&S,Entry-level,Bachelor's degree,HPC Technical Leader,Onsite,Europe,$0,AT&S,"R&D, HPC, project management, Stage Gate Process, IP, physics, chemistry, mechatronics, electronics, communication, medical engineering",None,"Communication, Teamwork, Customer Focus, Adaptability","Project & Team Leadership, Research Computing & Scientific Workflow Support"
187,Business-Development-Manager-HPC-Cornelis,Business Development Manager - HPC - Cornelis Networks,Senior,Not mentioned,HPC Technical Leader,Remote,North America,$0,Cornelis Networks,"Ethernet, InfiniBand, HPC, AI, data center infrastructure, CPU, GPU","Ethernet, InfiniBand","Communication, Teamwork, Adaptability, Self-motivation, Problem-solving, Customer Focus","Networking & Infrastructure, Project & Team Leadership"
188,HPC-AI-Sales-Specialist-Lenovo-NC,HPC and AI Sales Specialist - Lenovo,Senior,Bachelor's degree,HPC Solutions Architect,Remote,North America,$230,Lenovo,"HPC, AI, GPU, CPU, clusters, cloud computing, data center, AI/ML",None,None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Cloud Computing, Project & Team Leadership"
135,Senior-HPC-Engineer-NVIDIA-Shanghai,Senior HPC Engineer - NVIDIA (Shanghai),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,Asia,$216,NVIDIA,"Linux System Administration, Slurm, LSF, UGE, InfiniBand, Ethernet, GPU, MPI, Ansible, Salt, Puppet, Kubernetes","Slurm, LSF, UGE, InfiniBand, Ethernet, MPI, Ansible, Salt, Puppet, Kubernetes","Communication, Teamwork, Problem-solving, Self-motivation, Time Management","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Automation, Containerization & Orchestration, Performance Optimization"
49,Lead-Systems-HPC-Engineer,Lead Systems HPC Engineer,Senior,Not mentioned,HPC Systems Engineer,Not mentioned,North America,$235,Not mentioned,"InfiniBand, RoCE, KVM, QEMU, MPI, NCCL, GPU, Linux, C, C++, Go, Python, PCIe, NICs, Linux OS/Kernel","InfiniBand, RoCE, KVM, QEMU, MPI, NCCL, Linux, C, C++, Go, Python","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Coding & Software Development, Performance Optimization"
191,Solution-Architect-HPC-Container-AtDawn,Solution Architect HPC and Container Platform - At Dawn Technologies,Senior,Bachelor's degree,HPC Technical Leader,Onsite,Europe,$0,At Dawn Technologies,"Slurm, PBS Pro, HPCM, Bright Cluster Manager, Docker, Singularity, Podman, CNCF Kubernetes, Red Hat OpenShift, SUSE Rancher, Canonical charmed kubernetes, HPE Ezmeral Runtime, OpenStack, KVM, OpenShift virtualization, RHEL, SLES, Ubuntu, Debian, NVIDIA GPU operator, NVIDIA vGPU, InfiniBand, Mellanox, Python, Bash, DNS, TCP/IP, S3, FTP, NFS, SMB/CIFS, CI/CD","Slurm, PBS, HPCM, BCM, Docker, Apptainer, Podman, Kubernetes, OpenShift, OpenStack, KVM, OpenShift, Linux, InfiniBand, Python, Bash, S3, FTP, NFS, SMB, CIFS","Leadership, Communication, Teamwork, Customer Focus, Adaptability, Problem-solving","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Project & Team Leadership, Performance Optimization"
192,HPC-Kubernetes-Solution-Architect-Dallas,HPC Solution Architect - Coda Search│Staffing,Senior,Bachelor's degree,HPC Solutions Architect,Onsite,North America,$0,Coda Search,"NVIDIA GPU Operator, Network Operator, DCGM, MIG, Volcano, Slurm, Go, Python, Prometheus, Grafana, DCGM Exporter, OpenTelemetry, ArgoCD, FluxCD, Helm, Kustomize, Lustre, GPFS, Ceph, VAST, containerd, NVIDIA Container Toolkit, InfiniBand, RDMA, RoCE, NVLink, CKA, CKAD, CKS, AWS, Azure","DCGM, MIG, Volcano, Slurm, Go, Python, Prometheus, Grafana, DCGM, OpenTelemetry, ArgoCD, FluxCD, Helm, Lustre, GPFS, Ceph, VAST, InfiniBand, RDMA, RoCE, NVLink","Leadership, Communication, Teamwork, Customer Focus, Adaptability, Problem-solving","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
193,HPC-DC-Lead-Solution-Architect-Viridien,HPC DC Lead Solution Architect - Viridien,Lead,Bachelor's degree,HPC Solutions Architect,Remote,North America,$0,Viridien,"Linux, HPC, Kubernetes, OpenStack, GPU, parallel file systems, Bash, Python, Ansible, Terraform, cloud, virtualization","Linux, Kubernetes, OpenStack, Bash, Python, Ansible, Terraform, AWS, GCP, Azure","Leadership, Communication, Teamwork, Adaptability, Problem-solving, Stakeholder Management","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Automation, Cloud Computing, Project & Team Leadership, Performance Optimization"
194,Senior-Solutions-Architect-AI-Lustre-NetApp,"Senior Solutions Architect - AI, HPC, & Lustre - NetApp",Senior,PhD,HPC Solutions Architect,Onsite,North America,$226,NetApp,"Lustre, NVIDIA DGX, CUDA, PyTorch, TensorFlow, InfiniBand, RDMA, Ethernet, HPC, AI, parallel file systems","Lustre, CUDA, PyTorch, TensorFlow, InfiniBand, RDMA, Ethernet","Communication, Teamwork, Adaptability, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Research Computing & Scientific Workflow Support, User Support & Training, Performance Optimization"
195,Simcenter-HPC-Product-Architect-Siemens,Simcenter HPC- Product Architect - Siemens Digital Industries Software,Senior,Bachelor's degree,HPC Solutions Architect,Remote,Asia,$0,Siemens,"Linux (RHEL), PBS, Slurm, LSF, OCI, AWS, Azure, GPUs, InfiniBand, RDMA, MPI, Python, Bash, Docker, Kubernetes, Ansible, Terraform, OpenTofu, CI/CD, EDA, CAE, Simcenter HPC / HPCWorks","Linux, PBS, Slurm, LSF, InfiniBand, RDMA, MPI, Python, Bash, Docker, Kubernetes, Ansible, Terraform, OpenTofu, Simcenter, AWS, Azure","Communication, Teamwork, Adaptability, Problem-solving, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Cloud Computing, Project & Team Leadership, Performance Optimization"
196,Sr-Specialist-Solutions-Architect-HPC-AWS-Herndon,Sr. Worldwide Specialist Solutions Architect - HPC/ML - AWS (Herndon),Senior,Bachelor's degree,HPC Solutions Architect,Onsite,North America,$181,AWS,"Slurm, Torque, Symphony, GridServer, Lustre, IBM Spectrum Scale, GPU, Docker, Kubernetes, Singularity, CAE, Weather Simulation, oil and gas, automotive, aerospace, financial services, pharmaceuticals","Slurm, Torque, Symphony, GridServer, Lustre, GPFS, Docker, Kubernetes, Apptainer","Communication, Teamwork, Adaptability, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Cloud Computing, Research Computing & Scientific Workflow Support, User Support & Training, Performance Optimization"
197,Sr-Specialist-Solutions-Architect-HPC-AWS-Seattle,Sr. Worldwide Specialist Solutions Architect - HPC/ML - AWS (Seattle),Senior,Bachelor's degree,HPC Solutions Architect,Hybrid,North America,$181,AWS,"Slurm, Torque, Symphony, GridServer, Lustre, IBM Spectrum Scale, GPU, Docker, Kubernetes, Singularity, CAE, Weather Simulation, oil and gas, automotive, aerospace, financial services, pharmaceuticals","Slurm, Torque, Symphony, GridServer, Lustre, GPFS, Docker, Kubernetes, Apptainer","Communication, Teamwork, Adaptability, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Cloud Computing, Research Computing & Scientific Workflow Support, User Support & Training, Performance Optimization"
198,HPC-Engineer-SanDisk-Bangalore,"HPC Engineer - Sandisk (Bengaluru, India)",Senior,Bachelor's degree,HPC Solutions Architect,Onsite,Asia,$0,Sandisk,"LSF, Slurm, Network Computer (NC), RedHat Enterprise Linux (RHEL), CentOS, Ansible, Shell, Bash, Python, Cadence, Synopsys, Splunk, Grafana, Prometheus, NFS, AutoFS, Active Directory, Exceed TurboX, VNC, nomachine, EDA, GPU","LSF, Slurm, Linux, Ansible, Bash, Python, Cadence, Synopsys, Splunk, Grafana, Prometheus, NFS, VNC","Leadership, Communication, Teamwork, Problem-solving, Mentorship, Adaptability","System Administration, Cluster Administration, Storage & Data Management, Automation, Database & Application Management, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
199,Senior-HPC-Engineer-Quant-Trading-NY,"Senior HPC Engineer - Quantitative Trading Firm (New York, NY)",Senior,Bachelor's degree,HPC Solutions Architect,Remote,North America,$0,Not mentioned,"Slurm, NVIDIA, Lustre, GPFS/Spectrum Scale, RDMA, InfiniBand, Kubernetes, Run:ai, Python, Bash, Linux, HPC, AI/ML","Slurm, Lustre, GPFS, RDMA, InfiniBand, Kubernetes, RunAI, Python, Bash, Linux",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Performance Optimization"
134,System-Infra-Platform-Engineer-Berkeley,System Infrastructure / Platform Engineer - Berkeley Lab,Senior,Bachelor's degree,HPC Systems Engineer,Onsite,Asia,$236,NVIDIA,"Linux, Docker, Kubernetes, Proxmox, VMware, AWS, Azure, GCP, iSCSI, NAS, Lustre, GPFS, VAST, InfiniBand, Slingshot, RoCE, Chef, Foreman, Terraform, Ansible, Puppet, Gitlab, Jira, Slurm, Cray/HPE CSM/COS","Linux, Docker, Kubernetes, Proxmox, Lustre, GPFS, VAST, InfiniBand, Slingshot, RoCE, Chef, Foreman, Terraform, Ansible, Puppet, Jira, Slurm","Leadership, Communication, Teamwork, Problem-solving, Mentorship, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Cloud Computing, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
201,CPP-Engineer-HPC-Alignerr-Remote,C++ Engineer - High Performance Computing (HPC) - Alignerr (Remote),Senior,Not mentioned,HPC Software Engineer,Remote,Global,$0,Alignerr,"C++ (C++17, C++20), SIMD, lock-free programming, threading, computer architecture, AI/ML, data pipelines",C++,"Communication, Teamwork, Adaptability, Problem-solving","Cluster Administration, GPU & Accelerated Computing, Coding & Software Development, Performance Optimization"
139,Senior-HPC-Infra-Engineer-Warwick-UK,Senior HPC Infrastructure Engineer - University of Warwick,Senior,Master's degree,HPC Systems Engineer,Onsite,Europe,$236,NVIDIA,"HPC, storage systems, virtualisation platform, Linux, monitoring",Linux,None explicitly mentioned,"System Administration, Cluster Administration, Storage & Data Management, Networking & Infrastructure, Monitoring & Observability, Performance Optimization"
47,Staff-HPC-Engineer-Hybrid-AI,Staff HPC Engineer,Lead,Bachelor's degree,HPC Systems Engineer,Hybrid,North America,$256,Not mentioned,"Slurm, Kubernetes, Coreweave, AWS, GCP, PyTorch, TensorFlow, JAX, Horovod, DeepSpeed, Ray, VAST, Lustre, Weka, ZFS, Infiniband, Ethernet, Terraform, Ansible, Puppet, Docker, Singularity, Python, Bash, Git, AI LLMs","Slurm, Kubernetes, PyTorch, TensorFlow, JAX, Horovod, DeepSpeed, Ray, VAST, Lustre, Weka, ZFS, Infiniband, Ethernet, Terraform, Ansible, Puppet, Docker, Apptainer, Python, Bash, Git","Leadership, Communication, Teamwork, Problem-solving, Mentorship, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Cloud Computing, Monitoring & Observability, Research Computing & Scientific Workflow Support, Project & Team Leadership, Performance Optimization"
176,HPC-Monitoring-Observability-Engineer-Shield,"HPC Monitoring & Observability Engineer - Shield Consulting Solutions, Inc.",Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$260,Shield Consulting Solutions,"Linux CLI, Shell, Perl, Python, Splunk SPL, Syslog-ng, rsyslog, Kafka, Ansible, GitLab CI, Git, JIRA, Confluence","Linux, Bash, Perl, Python, Splunk, Kafka, Ansible, Git, JIRA, Confluence",None explicitly mentioned,"System Administration, Coding & Software Development, Automation, Monitoring & Observability"
205,HPC-Scientific-Software-Engineer-JHU,HPC Scientific Software Engineer - Johns Hopkins University (Remote),Senior,Not mentioned,HPC Software Engineer,Remote,North America,$0,Johns Hopkins University,"Slurm, Python, Perl, C/C++, Shell, Linux, Containerization, LUA modules, CMake, Spack, EasyBuild, Ansible, XDMoD, Coldfront, Open OnDemand, CryoSPARC Live, SBGrid, AI Agents, GPU","Slurm, Python, Perl, C, C++, Bash, Linux, LUA, Spack, EasyBuild, Ansible, Open OnDemand",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Automation, Research Computing & Scientific Workflow Support, User Support & Training, Performance Optimization"
101,Senior-HPC-Storage-Engineer-NVIDIA-Austin,Senior HPC Storage Engineer - NVIDIA (Austin),Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$263,NVIDIA,"Ceph, Weka.io, Vast, Lustre, GPFS, NVIDIA GPUs, CUDA, NCCL, MLPerf, HDDs, SSDs, NVMe, Network Appliance, SDN, PyTorch, TensorFlow, Docker, Enroot, Linux (Centos, RHEL, Ubuntu), Python, Bash","Ceph, Weka",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Monitoring & Observability, Performance Optimization"
207,Linux-HPC-Infra-Engineer,Linux & HPC Infrastructure Engineer,Senior,Not mentioned,HPC Software Engineer,Remote,North America,$0,Not mentioned,"RHCE, HPC scheduler, Linux, NFS, Ansible, Bash, Python, VRF, IAM, MFA, SSO, IaC","Linux, NFS, Ansible, Bash, Python","Communication, Teamwork, Adaptability, Problem-solving","System Administration, Cluster Administration, Storage & Data Management, Networking & Infrastructure, Automation, Security & Compliance, Performance Optimization"
102,Senior-HPC-Storage-Engineer-NVIDIA-SantaClara,Senior HPC Storage Engineer - NVIDIA (Santa Clara),Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$263,NVIDIA,"Ceph, Weka.io, Vast, Lustre, GPFS, NVIDIA GPUs, CUDA, NCCL, MLPerf, HDDs, SSDs, NVMe, Network Appliance, SDN, PyTorch, TensorFlow, Docker, Enroot, Linux (Centos, RHEL, Ubuntu), Python, Bash","Ceph, Weka",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Monitoring & Observability, Performance Optimization"
116,Senior-HPC-Storage-Engineer-NVIDIA-Austin,Senior HPC Storage Engineer - NVIDIA (Austin),Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$263,NVIDIA,"Ceph, Weka.io, Vast, Lustre, GPFS, NVIDIA GPUs, CUDA, NCCL, MLPerf, HDDs, SSDs, NVMe, Network Appliance, SDN, PyTorch, TensorFlow, Docker, Enroot, Linux (Centos, RHEL, Ubuntu), Python, Bash","Ceph, Weka",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Monitoring & Observability, Performance Optimization"
132,Senior-HPC-AI-Networking-Performance-NVIDIA-Shanghai,Senior HPC and AI Networking Performance Research and Analysis Engineer - NVIDIA (Shanghai),Senior,Bachelor's degree,HPC Systems Engineer,Hybrid,North America,$263,NVIDIA,"RDMA, MPI, NCCL, RoCE, CUDA, PyTorch, TensorFlow, Python, Bash, C, Linux, LLM, HPC, networking, performance analysis","RDMA, MPI, NCCL, RoCE, CUDA, PyTorch, TensorFlow, Python, Bash, C, Linux","Communication, Teamwork, Problem-solving, Adaptability","Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Coding & Software Development, Monitoring & Observability, Performance Optimization"
211,Senior-GCP-Architect-HPC-LifeSciences,"Senior Google Cloud Platform Architect - HPC Life Sciences (Warren, NJ)",Lead,Bachelor's degree,HPC Solutions Architect,Remote,Europe,$0,Not mentioned,"Google Cloud Platform (GCP), HPC, Slurm, Google Cloud HPC Toolkit, Google Batch, Genomics, WGS, WES, RNA-seq, single-cell, variant calling, WDL, Cromwell, Nextflow, Snakemake, Google Parallelstore, Filestore, Cloud Storage, RDMA, GPUDirect RDMA, Linux, HIPAA","Slurm, GCP, WDL, Cromwell, Nextflow, Snakemake, Filestore, RDMA, GPUDirect, RDMA, Linux","Leadership, Communication, Teamwork, Adaptability, Problem-solving","System Administration, Cluster Administration, Storage & Data Management, Networking & Infrastructure, Cloud Computing, Research Computing & Scientific Workflow Support, Security & Compliance, Project & Team Leadership, Performance Optimization"
212,HPC-AI-Sales-Specialist-Lenovo-NA,"HPC and AI Sales Specialist - Lenovo (North America, Remote)",Senior,Bachelor's degree,HPC Solutions Architect,Not mentioned,North America,$230,Lenovo,"HPC, AI, GPU, CPU, clusters, cloud computing, data center, AI/ML",None,None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Cloud Computing, Project & Team Leadership"
133,Senior-AI-ML-HPC-Cluster-NVIDIA-Washington,Senior AI and ML HPC Cluster Engineer - NVIDIA (Washington),Senior,Bachelor's degree,HPC Systems Engineer,Remote,North America,$263,NVIDIA,"Slurm, K8s, PBS, RTDA, LSF, Centos, RHEL, Ubuntu, Ansible, Puppet, Salt, Docker, Singularity, Podman, Shifter, Charliecloud, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand, IPoIB, RDMA, Lustre, GPFS, PyTorch, TensorFlow","Slurm, Kubernetes, PBS, RTDA, LSF, Linux, Ansible, Puppet, Salt, Docker, Apptainer, Podman, Shifter, Python, Bash, MPI, CUDA, NCCL, MLPerf, InfiniBand, RDMA, Lustre, GPFS, PyTorch, TensorFlow","Leadership, Communication, Teamwork, Customer Focus, Problem-solving, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
214,HPC-Sales-Specialist-Siemens-Taiwan,HPC Sales Specialist - Siemens (Taiwan),Senior,PhD,HPC Solutions Architect,Onsite,Asia,$0,Siemens,"HPCWorks, HPC, Software, Appliances",HPCWorks,"Leadership, Communication, Teamwork, Stakeholder Management","Cluster Administration, Project & Team Leadership"
45,HPC-Engineer-HFT-Dubai-275K,HPC Engineer -- Elite HFT Firm -- Dubai,Senior,Not mentioned,HPC Systems Engineer,Onsite,Asia,$275,Not mentioned (Elite HFT Firm - Dubai),"HPC, CPU, GPU, Linux, Python, Bash, performance profiling, low-level systems, quant finance","Linux, Python, Bash",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Performance Optimization"
